Date,Close
2002-02-13 00:00:00-05:00,1.6916658878326416
2002-02-14 00:00:00-05:00,1.6832510232925415
2002-02-15 00:00:00-05:00,1.67483389377594
2002-02-19 00:00:00-05:00,1.607503890991211
2002-02-20 00:00:00-05:00,1.6622095108032227
2002-02-21 00:00:00-05:00,1.6580016613006592
2002-02-22 00:00:00-05:00,1.628544569015503
2002-02-25 00:00:00-05:00,1.6411685943603516
2002-02-26 00:00:00-05:00,1.6411685943603516
2002-02-27 00:00:00-05:00,1.6117124557495117
2002-02-28 00:00:00-05:00,1.607503890991211
2002-03-01 00:00:00-05:00,1.6302279233932495
2002-03-04 00:00:00-05:00,1.6580016613006592
2002-03-05 00:00:00-05:00,1.6201283931732178
2002-03-06 00:00:00-05:00,1.628544569015503
2002-03-07 00:00:00-05:00,1.7185988426208496
2002-03-08 00:00:00-05:00,1.7589964866638184
2002-03-11 00:00:00-05:00,1.7817202806472778
2002-03-12 00:00:00-05:00,1.7842456102371216
2002-03-13 00:00:00-05:00,1.7690964937210083
2002-03-14 00:00:00-05:00,1.7674123048782349
2002-03-15 00:00:00-05:00,1.7127071619033813
2002-03-18 00:00:00-05:00,1.62433660030365
2002-03-19 00:00:00-05:00,1.5738394260406494
2002-03-20 00:00:00-05:00,1.516608715057373
2002-03-21 00:00:00-05:00,1.5780471563339233
2002-03-22 00:00:00-05:00,1.62433660030365
2002-03-25 00:00:00-05:00,1.6596850156784058
2002-03-26 00:00:00-05:00,1.6815671920776367
2002-03-27 00:00:00-05:00,1.7337474822998047
2002-03-28 00:00:00-05:00,1.7000828981399536
2002-04-01 00:00:00-05:00,1.6032956838607788
2002-04-02 00:00:00-05:00,1.5687892436981201
2002-04-03 00:00:00-05:00,1.5654228925704956
2002-04-04 00:00:00-05:00,1.5948798656463623
2002-04-05 00:00:00-05:00,1.5561649799346924
2002-04-08 00:00:00-04:00,1.5401737689971924
2002-04-09 00:00:00-04:00,1.5948798656463623
2002-04-10 00:00:00-04:00,1.5923545360565186
2002-04-11 00:00:00-04:00,1.5570067167282104
2002-04-12 00:00:00-04:00,1.535965919494629
2002-04-15 00:00:00-04:00,1.5620561838150024
2002-04-16 00:00:00-04:00,1.5990879535675049
2002-04-17 00:00:00-04:00,1.6672593355178833
2002-04-18 00:00:00-04:00,1.6672593355178833
2002-04-19 00:00:00-04:00,1.7059741020202637
2002-04-22 00:00:00-04:00,1.6832510232925415
2002-04-23 00:00:00-04:00,1.6453776359558105
2002-04-24 00:00:00-04:00,1.6335941553115845
2002-04-25 00:00:00-04:00,1.6327530145645142
2002-04-26 00:00:00-04:00,1.6201283931732178
2002-04-29 00:00:00-04:00,1.590671181678772
2002-04-30 00:00:00-04:00,1.6032956838607788
2002-05-01 00:00:00-04:00,1.725331425666809
2002-05-02 00:00:00-04:00,1.75310480594635
2002-05-03 00:00:00-04:00,1.7505801916122437
2002-05-06 00:00:00-04:00,1.8305346965789795
2002-05-07 00:00:00-04:00,1.809493899345398
2002-05-08 00:00:00-04:00,1.8852401971817017
2002-05-09 00:00:00-04:00,1.9231138229370117
2002-05-10 00:00:00-04:00,1.8566248416900635
2002-05-13 00:00:00-04:00,1.809493899345398
